player_id,player_name,team_id,team,position,height(in),weight(lbs),jersey_number,wingspan
1626164,devin booker,1610612756,PHO,SG,78,205,1,80.25
201587,nicolas batum,1610612766,CHA,SF,80,200,5,
202681,kyrie irving,1610612739,CLE,PG,75,191,2,76.0
2216,zach randolph,1610612763,MEM,PF,81,260,50,
202355,hassan whiteside,1610612748,MIA,C,84,235,21,91.0
203109,jae crowder,1610612738,BOS,SF,78,235,99,81.25
202683,enes kanter,1610612760,OKC,C,83,267,11,85.5
201568,danilo gallinari,1610612743,DEN,SF,82,225,8,
201954,darren collison,1610612758,SAC,PG,72,175,7,75.0
204001,kristaps porzingis,1610612752,NYK,PF,84,220,6,
101150,lou williams,1610612747,LAL,SG,73,175,23,
2772,trevor ariza,1610612745,HOU,SF,80,210,1,86.0
201609,goran dragic,1610612748,MIA,PG,75,190,7,
202688,brandon knight,1610612756,PHO,SG,75,189,3,78.75
202324,derrick favors,1610612762,UTA,PF,82,248,15,88.0
101162,marcin gortat,1610612764,WAS,C,83,240,13,87.5
2547,chris bosh,1610612748,MIA,PF,83,235,1,87.5
2207,joe johnson,1610612751,BRK,SF,79,240,7,81.0
2207,joe johnson,1610612748,MIA,SF,79,240,2,81.0
201586,serge ibaka,1610612760,OKC,PF,82,235,9,
201599,deandre jordan,1610612746,LAC,C,83,265,6,90.0
202083,wesley matthews,1610612742,DAL,SF,77,220,23,
2730,dwight howard,1610612745,HOU,C,83,265,12,88.5
202397,ish smith,1610612740,NOP,PG,72,175,4,
202397,ish smith,1610612755,PHI,PG,72,175,1,
203141,mirza teletovic,1610612756,PHO,PF,81,242,35,
203078,bradley beal,1610612764,WAS,SG,77,207,3,80.0
2747,jr smith,1610612739,CLE,SG,78,220,5,82.0
101107,marvin williams,1610612766,CHA,PF,81,245,2,87.5
201145,jeff green,1610612763,MEM,SF,81,235,32,85.25
201145,jeff green,1610612746,LAC,SF,81,235,8,85.25
203914,gary harris,1610612743,DEN,SG,77,210,14,78.75
1626143,jahlil okafor,1610612755,PHI,C,82,272,8,
203944,julius randle,1610612747,LAL,PF,81,248,30,84.0
101114,deron williams,1610612742,DAL,PG,75,209,8,78.25
202391,jeremy lin,1610612766,CHA,SG,75,200,7,
2736,luol deng,1610612748,MIA,PF,81,220,9,84.5
201167,arron afflalo,1610612752,NYK,SG,77,215,4,
201588,george hill,1610612754,IND,PG,74,190,3,81.0
202711,bojan bogdanovic,1610612751,BRK,SF,79,195,44,
203471,dennis schroder,1610612737,ATL,PG,74,165,17,79.75
203145,kent bazemore,1610612737,ATL,SF,77,201,24,
1626144,emmanuel mudiay,1610612743,DEN,PG,77,190,0,
203490,otto porter jr,1610612764,WAS,SF,81,198,22,
203498,shabazz muhammad,1610612750,MIN,SF,78,222,15,83.0
201188,marc gasol,1610612763,MEM,C,85,265,33,
200765,rajon rondo,1610612758,SAC,PG,73,186,9,
203496,robert covington,1610612755,PHI,SF,79,215,33,85.75
201144,mike conley,1610612763,MEM,PG,73,185,11,77.75
2225,tony parker,1610612759,SAS,PG,74,185,9,
202323,evan turner,1610612738,BOS,SG,79,220,11,80.0
203477,isaiah canaan,1610612755,PHI,SG,72,188,0,76.5
201577,robin lopez,1610612752,NYK,C,84,255,8,
202329,alfarouq aminu,1610612757,POR,SF,81,215,8,87.25
202718,chandler parsons,1610612742,DAL,SF,81,227,25,81.5
202702,kenneth faried,1610612743,DEN,PF,80,228,35,84.0
203096,jared sullinger,1610612738,BOS,PF,81,260,7,85.25
203459,allen crabbe,1610612757,POR,SG,78,197,23,83.25
203476,gorgui dieng,1610612750,MIN,C,83,230,5,87.5
201956,omri casspi,1610612758,SAC,PF,81,225,18,81.25
201196,ramon sessions,1610612764,WAS,PG,75,190,7,76.25
200826,jj barea,1610612742,DAL,PG,71,175,5,
203999,nikola jokic,1610612743,DEN,C,83,253,15,
203901,elfrid payton,1610612753,ORL,PG,75,165,4,80.0
202703,nikola mirotic,1610612741,CHI,PF,82,236,44,
203084,harrison barnes,1610612744,GSW,SF,80,210,40,83.25
202685,jonas valanciunas,1610612761,TOR,C,83,231,17,
101141,ersan ilyasova,1610612765,DET,PF,82,235,23,85.25
101141,ersan ilyasova,1610612753,ORL,PF,82,235,7,85.25
201937,ricky rubio,1610612750,MIN,PG,76,180,9,
202693,markieff morris,1610612756,PHO,PF,82,245,11,82.75
202693,markieff morris,1610612764,WAS,PF,82,245,5,82.75
203926,doug mcdermott,1610612741,CHI,SF,80,223,3,81.25
101109,raymond felton,1610612742,DAL,PG,73,205,2,76.25
